attrib_name	TCGA.2J.AAB1	TCGA.2J.AAB4	TCGA.2J.AAB6	TCGA.2J.AAB8	TCGA.2J.AAB9	TCGA.2J.AABA	TCGA.2J.AABE	TCGA.2J.AABF	TCGA.2J.AABH	TCGA.2J.AABI	TCGA.2J.AABK	TCGA.2J.AABO	TCGA.2J.AABP	TCGA.2J.AABR	TCGA.2J.AABT	TCGA.2J.AABU	TCGA.2J.AABV	TCGA.2L.AAQA	TCGA.2L.AAQE	TCGA.2L.AAQI	TCGA.2L.AAQJ	TCGA.2L.AAQL	TCGA.2L.AAQM	TCGA.3A.A9I5	TCGA.3A.A9I7	TCGA.3A.A9I9	TCGA.3A.A9IB	TCGA.3A.A9IC	TCGA.3A.A9IH	TCGA.3A.A9IJ	TCGA.3A.A9IL	TCGA.3A.A9IN	TCGA.3A.A9IO	TCGA.3A.A9IR	TCGA.3A.A9IS	TCGA.3A.A9IU	TCGA.3A.A9IV	TCGA.3A.A9IX	TCGA.3A.A9IZ	TCGA.3A.A9J0	TCGA.3E.AAAY	TCGA.3E.AAAZ	TCGA.F2.6879	TCGA.F2.6880	TCGA.F2.7273	TCGA.F2.7276	TCGA.F2.A44G	TCGA.F2.A44H	TCGA.F2.A7TX	TCGA.F2.A8YN	TCGA.FB.A4P5	TCGA.FB.A4P6	TCGA.FB.A545	TCGA.FB.A5VM	TCGA.FB.A78T	TCGA.FB.A7DR	TCGA.FB.AAPP	TCGA.FB.AAPQ	TCGA.FB.AAPS	TCGA.FB.AAPU	TCGA.FB.AAPY	TCGA.FB.AAPZ	TCGA.FB.AAQ0	TCGA.FB.AAQ1	TCGA.FB.AAQ2	TCGA.FB.AAQ3	TCGA.FB.AAQ6	TCGA.H6.8124	TCGA.H6.A45N	TCGA.H8.A6C1	TCGA.HV.A5A3	TCGA.HV.A5A4	TCGA.HV.A5A5	TCGA.HV.A5A6	TCGA.HV.A7OL	TCGA.HV.A7OP	TCGA.HV.AA8V	TCGA.HV.AA8X	TCGA.HZ.7289	TCGA.HZ.7918	TCGA.HZ.7919	TCGA.HZ.7920	TCGA.HZ.7922	TCGA.HZ.7923	TCGA.HZ.7924	TCGA.HZ.7925	TCGA.HZ.7926	TCGA.HZ.8001	TCGA.HZ.8002	TCGA.HZ.8003	TCGA.HZ.8005	TCGA.HZ.8315	TCGA.HZ.8317	TCGA.HZ.8519	TCGA.HZ.8636	TCGA.HZ.8637	TCGA.HZ.8638	TCGA.HZ.A49G	TCGA.HZ.A49H	TCGA.HZ.A49I	TCGA.HZ.A4BH	TCGA.HZ.A4BK	TCGA.HZ.A77O	TCGA.HZ.A77P	TCGA.HZ.A77Q	TCGA.HZ.A8P0	TCGA.HZ.A8P1	TCGA.HZ.A9TJ	TCGA.IB.7644	TCGA.IB.7645	TCGA.IB.7646	TCGA.IB.7647	TCGA.IB.7649	TCGA.IB.7651	TCGA.IB.7652	TCGA.IB.7654	TCGA.IB.7885	TCGA.IB.7886	TCGA.IB.7887	TCGA.IB.7888	TCGA.IB.7889	TCGA.IB.7890	TCGA.IB.7891	TCGA.IB.7893	TCGA.IB.7897	TCGA.IB.8126	TCGA.IB.8127	TCGA.IB.A5SO	TCGA.IB.A5SP	TCGA.IB.A5SQ	TCGA.IB.A5SS	TCGA.IB.A5ST	TCGA.IB.A6UF	TCGA.IB.A6UG	TCGA.IB.A7LX	TCGA.IB.A7M4	TCGA.IB.AAUM	TCGA.IB.AAUN	TCGA.IB.AAUO	TCGA.IB.AAUP	TCGA.IB.AAUQ	TCGA.IB.AAUR	TCGA.IB.AAUS	TCGA.IB.AAUT	TCGA.IB.AAUU	TCGA.IB.AAUV	TCGA.IB.AAUW	TCGA.L1.A7W4	TCGA.LB.A7SX	TCGA.LB.A8F3	TCGA.LB.A9Q5	TCGA.M8.A5N4	TCGA.OE.A75W	TCGA.PZ.A5RE	TCGA.Q3.A5QY	TCGA.Q3.AA2A	TCGA.RB.A7B8	TCGA.RB.AA9M	TCGA.RL.AAAS	TCGA.S4.A8RM	TCGA.S4.A8RO	TCGA.S4.A8RP	TCGA.US.A774	TCGA.US.A776	TCGA.US.A779	TCGA.US.A77E	TCGA.US.A77G	TCGA.US.A77J	TCGA.XD.AAUG	TCGA.XD.AAUH	TCGA.XD.AAUI	TCGA.XD.AAUL	TCGA.XN.A8T3	TCGA.XN.A8T5	TCGA.YB.A89D	TCGA.YH.A8SY	TCGA.YY.A8LH	TCGA.Z5.AAPL
hsa-let-7i	9.3193	9.0679	8.9418	9.5056	8.2958	9.1941	8.9319	9.3462	8.6752	9.8099	8.9954	8.9591	9.6178	8.9384	7.8456	8.9828	7.8352	9.7331	9.7159	8.7904	9.0855	9.2462	9.6019	9.0582	8.9545	9.0992	8.7735	9.0609	9.4131	7.4836	8.7165	9.2067	8.5812	8.4504	9.5173	9.5223	9.3099	9.1058	10.5199	8.4125	9.6905	9.3098	10.1748	7.4256	9.2262	9.2196	9.0448	9.1566	9.758	9.8555	10.0034	9.6316	9.3589	9.1274	9.059	8.3602	8.1633	9.6899	9.0985	8.7358	9.3539	9.5058	9.3725	9.0016	9.1738	8.799	8.8964	8.738	9.4329	9.2717	9.543	9.1012	9.4096	9.3298	9.46	7.3714	8.6381	8.7151	9.0871	9.048	9.5662	9.5599	9.319	9.4167	9.1091	9.5584	9.6453	9.5471	9.3436	8.7772	8.9442	9.7183	8.7665	8.2562	9.3542	9.0724	8.9011	9.2167	9.4234	9.5082	9.4528	9.5266	8.3265	8.3755	9.622	9.053	9.3012	8.6459	8.7879	9.4927	9.4819	9.3089	9.1556	8.8434	9.0882	8.8276	9.2665	8.9323	9.2368	9.433	9.1118	8.698	9.408	9.2363	9.3474	9.1124	9.8197	9.1132	9.5291	8.9722	10.3314	9.6653	10.4476	9.668	8.5229	9.0196	9.6279	9.23	9.2818	9.9087	8.4789	9.9115	9.7949	9.5819	9.7947	9.7507	9.5	8.973	9.483	9.4703	8.1498	8.956	9.5209	9.3952	9.5998	9.8807	9.1512	9.3227	9.3602	9.5301	8.8969	9.1044	9.1654	8.6511	8.6952	8.7802	9.2716	9.3385	9.188	9.1641	9.2931	8.7825	9.1102	9.3848	9.266	9.7107	9.6676	10.0508
hsa-mir-1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5053	0	0	0	0	0	0	0	0	0	0.5817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2895	0	0	0	0.2022	0	0	0	0	0	0	0	0.3169	0	0	0.1772	0	0	0	0	0	0.2229	0	0	0	0	0	0	0	0	0	0	0	0.3833	0	0	0	0	0	0	0	0	0	0	0.3526	0	0	0	0.2186	0	0	0	0	0	0	0	0.6944	0	0	0	0	0	0	0.5748	0	0	0	0	0.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2107	0.1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2496	0.2491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1-2	3.3578	3.382	2.5938	2.9136	2.9452	2.9133	2.5237	3.0299	2.0534	2.8626	2.8781	3.574	2.4144	2.8754	7.9005	5.7071	2.1955	3.6784	5.5502	3.1607	4.3897	5.1172	1.166	3.8293	6.9675	3.8251	4.8547	5.5361	3.6944	1.8843	3.6774	5.3481	5.959	2.6062	5.2992	3.3445	2.7913	2.4253	1.905	1.9903	4.0874	8.1974	2.1917	1.138	3.2363	4.4157	3.5371	3.2672	3.3329	4.0827	4.5676	3.0836	3.1869	6.1235	4.0254	7.8582	3.2742	1.7715	4.8526	3.5899	2.2569	4.5267	2.115	2.7388	3.9079	2.7765	2.5497	3.2853	2.7712	3.9786	3.4661	3.7849	2.3585	1.96	4.0688	5.498	3.2617	3.009	2.0831	2.7432	3.2648	3.836	2.9911	4.3285	6.0518	2.4805	3.3118	4.545	3.3908	3.3031	3.6188	3.1703	5.4425	3.4679	2.8309	3.6731	6.68	1.4249	4.084	2.2527	4.533	3.1606	4.3299	9.0638	5.2694	3.3778	3.8398	2.7488	5.3273	3.8775	2.3838	3.3221	2.3129	2.4783	2.2085	3.7484	3.7544	3.3361	3.6685	3.2861	2.79	3.504	2.7921	3.3429	3.8361	2.5826	3.0546	5.0037	4.012	4.2992	3.9553	5.3361	3.6904	3.0237	4.0234	4.227	4.2069	3.2069	4.3003	4.5291	2.4788	4.6114	4.3276	3.9457	3.0738	5.4621	6.0705	4.3155	5.4816	3.4284	3.6326	3.3888	2.2061	3.582	4.7487	4.4653	4.1473	4.1281	4.6929	4.4577	4.0845	4.4447	4.4419	4.0585	4.7167	4.0999	5.2446	5.6682	3.62	3.8869	4.0482	4.5397	4.1163	5.1209	5.2725	3.1915	3.5706	4.0932
hsa-mir-100	13.9863	13.0975	13.9121	12.152	12.7255	13.8786	12.6147	12.4857	12.1938	12.6319	12.8333	13.6044	12.9069	13.043	13.1063	12.5934	11.723	12.1561	13.3125	12.7566	13.5752	12.93	10.4934	12.7049	11.6502	11.9913	12.9805	12.069	13.3463	12.1249	9.5168	12.689	10.1394	8.8551	10.0553	11.9535	11.954	13.2247	11.4094	12.8788	13.5363	12.6177	13.1347	10.4761	13.3263	13.5064	11.6179	11.4897	12.3087	12.05	13.3028	13.3073	11.8572	12.7626	12.2322	11.9302	11.6488	13.0962	12.8656	13.0975	12.8636	11.5247	12.7777	13.5222	12.9553	12.381	13.0539	14.7647	13.0962	12.8717	11.7704	12.5429	12.6277	12.2974	11.1184	9.4355	12.9078	12.5992	12.0002	13.1165	13.0032	14.1134	13.2254	13.97	12.4511	13.5726	13.9979	13.2201	13.5515	11.9686	12.8499	12.7293	12.2093	13.6958	13.8494	13.542	12.6245	12.6604	13.0226	12.7978	13.0519	12.1279	10.8904	12.2109	12.7949	12.7058	12.9563	12.904	13.1277	13.808	12.2791	13.1828	12.77	12.3372	13.5601	13.0017	12.5586	12.7543	12.3911	14.1945	13.4217	13.2561	13.7099	13.2082	14.2406	13.2793	12.7116	12.7442	12.5501	12.0373	11.3162	13.2821	13.3283	11.5696	13.1621	11.9697	13.1945	12.6431	11.7628	13.5585	13.024	14.0163	13.2336	12.5016	13.1891	13.9656	14.091	12.8332	13.158	11.9083	11.6583	11.3286	11.7357	12.1721	12.3726	12.0335	11.7987	14.036	14.1771	13.4994	12.1435	12.4917	12.3135	11.3915	12.9496	11.9305	11.9928	13.0421	13.9504	13.9703	14.1387	12.4703	12.0789	13.3513	13.1692	11.8098	12.7926	13.0631
hsa-mir-101-1	13.6208	13.6137	12.6997	13.284	13.6304	13.389	13.3474	13.2352	13.0368	12.7953	13.5887	13.5839	13.0419	13.8038	13.1922	12.8764	13.9759	12.7288	13.1689	13.075	13.2262	13.5925	13.9681	12.5769	13.1384	12.9864	12.3794	12.9564	12.5253	14.5194	13.1518	13.4058	12.7234	12.255	14.0244	12.8984	12.8823	13.3105	12.8951	12.8996	13.0052	12.894	12.9288	12.3102	14.392	14.1557	12.8235	12.7377	12.8319	12.7028	13.4846	13.695	12.5316	13.1811	13.0289	12.2957	13.1425	13.5483	12.5958	13.0467	13.8401	13.3939	13.6337	13.7419	13.4334	13.8457	13.6404	12.8147	13.4292	12.7553	12.8391	12.9785	13.0288	12.6357	12.9173	12.2941	13.043	12.9695	12.721	13.8679	13.692	14.4743	12.9038	14.2034	13.7199	13.2339	12.9087	13.5979	13.7509	13.2384	12.1705	13.9709	12.8733	14.3578	13.1327	14.4701	13.3788	13.4264	13.8497	13.3741	12.9217	12.9995	12.3514	12.0606	12.2937	13.0697	13.2871	13.6669	13.9036	13.7282	12.5501	14.0223	13.4497	13.5612	14.0602	14.0649	13.6755	13.4934	13.2113	14.3019	13.7988	13.3659	13.6862	12.3238	13.4326	13.8723	13.4443	13.0206	12.947	13.1346	11.617	13.1518	12.7215	12.721	12.6547	12.759	13.5205	12.7978	12.8603	13.3123	13.0149	14.3395	12.9073	12.8216	12.9988	12.9522	13.519	12.5811	13.4235	12.8068	13.0391	12.529	13.037	13.1823	14.2215	12.7007	12.629	12.7652	13.3195	13.493	12.7001	13.0159	13.055	13.576	13.518	12.7636	13.4609	13.8432	13.6435	14.0983	13.7481	12.8934	12.9087	13.0356	12.9439	11.8164	13.1591	15.3424
hsa-mir-101-2	6.8291	6.1253	5.4414	5.0623	5.8544	5.5757	5.5684	5.969	5.6194	5.7694	6.5865	5.7653	5.2649	6.0136	5.2723	5.6287	6.3015	5.8741	5.9524	6.2487	6.6649	6.7187	7.918	5.4934	6.1247	5.9672	5.8046	5.835	6.0317	6.6318	5.9602	7.0406	5.952	6.1455	7.8775	6.099	5.7153	5.9203	5.3826	5.2505	6.9241	5.8734	5.1066	4.0884	5.725	5.9409	5.5199	5.6865	6.1728	6.0105	6.4411	6.5113	5.0629	6.0243	6.1755	4.5927	5.7213	5.402	6.0447	5.1477	6.2752	6.1496	6.0207	5.8917	5.5846	5.7195	5.8558	4.9371	6.273	5.4711	5.7082	6.0206	5.7951	4.6548	4.9553	4.9668	5.0405	5.9932	4.0757	4.9473	5.693	6.7531	5.1234	6.2068	4.9235	4.8493	5.0254	5.7224	6.1268	5.3341	4.2396	5.5486	4.5829	5.8329	4.9092	5.7024	4.3879	6.2948	6.0813	6.4146	5.7911	5.7962	4.5096	4.3768	5.4667	5.8756	7.0282	6.0618	5.5704	5.9206	5.5925	5.5085	5.9006	5.1445	5.2253	5.4707	5.3174	4.729	5.5599	6.1464	6.0002	5.1218	5.1076	4.8691	6.1802	5.4434	4.4969	5.8197	5.7033	5.9312	4.6627	6.2689	5.681	5.0188	5.9354	6.0868	7.1644	5.8247	6.1179	6.6327	5.7061	7.3578	6.4449	6.5739	6.5183	6.406	7.1054	5.4581	5.7219	5.4229	6.5217	5.3754	5.4385	5.4715	6.4173	6.3737	4.9708	6.4305	6.8121	7.1307	6.5553	5.7619	5.6657	5.907	6.3061	5.0879	5.9333	6.4794	6.2474	6.8985	6.7097	5.7561	5.8103	6.3396	6.126	5.0679	6.1995	7.0217
hsa-mir-103-1	13.9067	14.0778	13.8322	13.4917	13.0284	12.6213	13.6258	14.1741	14.331	13.8362	13.5055	13.351	13.4549	13.2088	12.9306	13.4459	12.169	14.4991	13.6434	14.1681	13.8019	13.93	14.6205	13.1937	13.5639	13.948	13.7076	14.0437	13.9125	15.4545	13.8894	13.7321	15.009	14.5003	15.5312	13.7137	13.6269	13.513	14.1061	12.9318	14.4424	13.5538	14.7171	11.416	13.5189	13.3395	13.8471	13.5085	13.7956	14.4669	13.9632	14.0209	13.6321	13.4046	12.9837	12.8327	13.8171	13.0175	13.8242	13.5231	13.7784	13.632	13.5002	13.6371	14.0204	13.3136	13.3273	13.1835	13.8463	13.8184	13.6435	13.8166	13.9638	13.5131	13.4911	12.7482	13.0663	14.2	13.4612	13.4432	13.8437	14.125	13.7255	13.6591	13.3254	13.4679	14.0034	13.9262	13.8661	12.8471	13.1368	13.2295	13.0244	13.1497	13.7276	13.4195	12.8745	13.9793	13.4751	14.2206	13.8767	13.6217	13.2078	12.5643	13.5565	13.6431	14.6962	13.0691	13.5298	14.1031	13.8069	13.9393	14.0311	13.2219	13.5724	13.0591	13.3373	13.2344	13.5987	13.81	13.8372	13.5209	14.0002	13.6148	13.9641	13.2647	13.8225	13.16	13.6706	13.6956	13.0526	13.6998	13.0128	12.5919	13.757	13.5191	13.656	13.9127	13.4897	13.9431	12.7934	14.2666	14.3772	14.1341	14.3063	14.0509	14.1092	14.637	12.7018	13.0193	13.0391	13.7245	13.6353	14.0227	13.5353	14.2205	13.1345	14.3235	13.9493	14.154	14.2886	13.8638	13.2592	14.4099	13.6016	13.1598	13.2123	13.236	13.5047	13.9291	13.8453	14.0956	13.5579	13.8655	13.7407	14.0801	13.8116	14.0627
hsa-mir-103-2	2.7483	2.9551	2.7563	2.6081	2.4124	1.3433	2.6094	2.7515	2.5732	2.8174	2.527	2.1996	3.3464	3.0432	2.2555	2.3411	2.0472	3.4577	2.5639	2.8677	2.7914	2.7206	3.7484	2.7686	3.3131	2.6009	3.0405	2.7815	2.772	3.7216	3.1539	3.1312	4.1484	4.2828	5.0769	2.7104	2.4017	2.6301	3.1339	1.6692	3.205	3.0753	2.7172	1.7662	2.4228	2.0759	2.6871	2.4098	3.3329	3.286	3.3874	3.4334	2.9778	3.0923	1.7801	2.0932	2.699	2.1309	2.8385	2.1085	2.5807	2.5052	2.5992	2.8238	3.5579	2.5145	2.083	2.5119	2.3853	2.5507	2.3512	2.5109	3.099	3.4448	3.4091	2.3717	1.9802	2.5361	3.4641	2.301	2.642	2.3494	2.3323	1.9635	2.581	2.7946	2.8949	2.0875	2.0386	2.6779	0.8685	2.4784	2.5975	1.6079	2.796	2.4054	2.6088	2.8549	2.1735	3.057	3.4684	3.0309	2.4448	1.5646	2.4994	2.5344	3.3786	1.9489	2.4869	1.8516	2.4409	3.1351	1.9915	2.2582	2.975	1.781	2.575	1.9579	2.2251	2.9195	1.9299	2.1105	2.7921	2.0482	2.7488	2.6299	2.8838	1.8647	2.9222	2.1129	2.0707	2.1648	1.8104	2.9172	2.8795	3.0062	2.7352	3.2669	3.024	3.298	2.6582	3.1632	3.6091	3.0994	3.1512	3.4047	3.0012	3.37	2.1491	2.7378	2.7812	3.2959	2.3831	2.4861	2.4098	3.4776	2.1043	3.3922	2.8102	3.0422	4.1134	2.7369	2.5141	2.7714	2.224	2.6741	2.443	2.2493	1.8243	2.2426	2.6171	2.6324	2.6359	2.4611	2.4555	3.3145	2.8026	3.5338
hsa-mir-105-1	0.2243	0.2105	2.042	0	0	0	0.2338	0.5635	1.4856	0.2916	0.6129	0.3296	3.8833	0.2944	0.2747	0	0.5336	0.2951	0	0	0	0.2138	0.3907	0.4355	0	0	0	0	0.3611	0.5607	0.1564	6.5903	0.2026	0	0.3155	0.1164	0	0	0	0.2609	0	0	0	0	0	0.1041	0.3471	0	0	0.3925	0.3064	0.2218	0.3169	0.6591	0	0.1772	0	0	0	0	0.2287	0	0.1679	0	0	0.2173	0	0	0.6624	0	0.2692	0.4605	0.4266	0.3833	0	0.4308	0.3167	0.3785	0.4046	0.2587	0	0.1688	0.2919	0.3123	0	0	0	0.4919	0	0	0	0.2047	0	0.3703	0.748	0	0	0	0.3997	0	0.3239	0.8226	0.2895	0	0	0	0	0	0.299	0	0	0.3142	0	0	0	0	0	0	0	0	0	0.315	0.2143	0	1.3976	0	0.1584	0	0.2861	0.2121	0	0	0	0	0	0	0.3173	0	0.2544	0	0.3731	0.2811	0.433	0	0	0	0.1928	0	5.2958	0	0	0	0.264	0.2351	0	0	0	0.394	0	0.3734	0	0	0	0	0.4936	0.2381	0	0.503	0	1.299	0	0	0	0.8082	0	0	0.3857	0.4771
hsa-mir-105-2	0	0.2105	1.5454	0	0	0	0	0	1.5971	0	0	0.1742	3.908	0	0.1439	0	0	0	0.2188	0	0	0.2138	0.3907	0.2341	0	0.3258	0	0.3415	0	0.7078	0.2975	6.6285	0	0	0.3155	0.2241	0	0	0	0	0.2895	0.264	0	0	0	0.292	0	0	0	0.3925	0.3064	0.4139	0	0.2546	0	0.335	0	0	0	0	0.2287	0	0	0	0	0.2173	0.3445	0.2487	0.3689	0	0	0.2485	0.4266	0.2043	0	0	0	0.5361	1.7075	0	0.2476	0.6965	0	0.1646	0	0.2261	0	0.858	0	0.4706	0	0.106	0.2983	0.7674	0	0.1717	0	0.2247	0.7123	0	0.5883	0	0	0.1347	0	0	0	0	0	0	0	0	0	0	0.2517	0	0	0	0	0.2618	0.199	0.1343	0	0	0.8618	0.2626	0	0.3905	0	0	0	0.3425	0	0	0	0	0	0	0.4705	0.3333	0	0.2811	0	0	0	0	0	0.3027	5.5052	0	0	0	0.487	0	0	0	0	0.2104	0.1579	0	0	0	0	0	0.2678	0	0	0.2733	0.1905	1.5594	0	0	0	0	0.2733	0	0.2057	0
hsa-mir-106a	1.6721	1.4478	1.9554	2.0022	1.4486	2.1567	1.1581	3.0299	2.3365	1.9681	2.1791	1.5485	1.7193	1.6027	3.4682	2.5154	2.0472	1.9821	1.9811	2.6331	2.0254	2.1226	1.7366	1.5549	2.08	1.5977	2.0446	1.9774	2.2749	2.5628	1.3153	3.3819	1.2368	1.207	2.5579	1.9155	2.4017	1.7903	2.8433	1.7564	2.9797	3.0049	2.6158	2.2024	2.0562	1.8249	1.8953	2.7187	3.7009	2.9194	2.2587	2.8707	2.5639	2.3373	1.4638	2.8624	1.1087	1.1421	1.1574	2.1085	1.4425	2.5052	1.5726	2.6484	3.0202	1.0962	1.0558	2.5119	2.2147	1.6116	1.7914	1.7031	3.1834	2.7288	2.9871	3.6011	1.3061	1.8278	3.6615	1.8291	1.3206	2.5152	1.4822	1.7206	2.9345	1.5192	2.8541	2.7847	1.5672	2.3902	1.5493	2.3762	3.4731	1.4623	1.7562	2.6282	3.0195	2.5155	2.8844	2.6393	1.8144	2.4884	2.9386	3.3509	1.5001	1.9546	2.0474	1.4162	2.1552	2.5319	2.5489	2.1395	2.0618	1.7506	2.0179	2.3874	2.3123	1.5836	1.7212	2.4269	1.9299	2.3364	2.4555	1.5005	1.3976	2.8049	1.92	1.3528	1.5724	2.4835	1.0475	2.6069	2.6971	2.4922	1.2709	1.8207	2.8869	2.6081	1.7285	2.7478	1.1247	2.8977	2.6031	2.295	1.3913	2.4336	2.7788	2.8687	2.4375	1.8788	2.0391	2.6386	1.682	1.6435	3.7292	1.8624	2.1043	2.8325	1.6769	2.9348	2.6206	1.3283	1.8635	3.6617	0.8607	1.3866	2.9367	2.2493	1.5036	1.9103	2.3684	1.2964	1.4534	2.6456	1.4715	2.3981	1.7875	4.0254
hsa-mir-106b	7.9819	8.2217	8.3937	8.1772	7.7628	7.5922	7.6938	8.8581	8.4486	8.6511	8.1578	7.829	8.9994	8.2697	7.4142	7.9223	7.4667	8.2894	8.2337	8.3235	8.1519	7.8541	7.7269	7.7756	8.4144	8.2622	8.3042	8.2536	7.6679	8.0383	7.9053	8.0742	7.8754	7.2582	8.7893	7.9186	7.957	7.9824	8.9865	7.8964	8.1968	7.5338	9.3728	6.8364	8.1448	7.651	8.0957	7.543	8.4536	7.8928	8.0718	7.9313	8.901	8.3986	7.426	7.7094	9.5857	8.1665	7.6785	8.9344	8.2051	9.3874	8.1861	8.8116	8.5364	8.1824	7.9165	10.075	7.8537	8.616	7.9504	7.4689	8.1408	8.1893	8.4245	8.4383	7.5903	7.9958	10.3455	7.9362	8.183	7.7883	7.9084	7.8879	8.4517	8.1661	8.6586	8.3658	7.9892	7.2714	8.4122	8.3079	8.2756	7.5708	9.0293	8.9208	8.2873	7.6231	8.0823	7.8797	8.7471	7.5859	8.2579	7.2242	8.089	8.2385	8.6802	8.5863	8.7467	8.282	8.0766	8.5173	8.1884	8.0382	8.0979	7.6085	8.4392	8.9218	8.0135	7.9304	7.9246	7.9172	8.424	7.7343	7.8174	8.3808	9.0034	7.6196	8.0201	8.3146	7.898	8.1153	8.3578	8.3758	8.7463	8.6224	7.4709	8.7934	8.3551	7.8613	7.3723	8.5174	7.9833	8.0485	8.4212	7.3975	7.9892	10.3376	8.6867	8.2594	7.7452	8.0444	8.5386	7.6976	8.6396	8.087	8.189	8.2072	7.5749	8.1202	8.1999	8.4451	7.8421	9.7824	7.9329	8.3072	7.9653	7.8534	7.3644	7.7615	8.1553	8.577	8.4716	8.7338	8.0401	7.9382	8.8407	9.1569
hsa-mir-107	6.139	6.3641	5.8541	5.8478	5.3649	4.8797	5.9013	6.145	6.1677	6.1477	5.501	5.9322	6.2605	5.5107	5.5685	6.0671	4.704	6.4168	5.5751	5.8086	5.969	5.4481	6.1205	5.2744	5.4083	6.0244	5.23	6.0825	6.087	7.2855	5.9307	5.9101	6.9116	5.8615	7.969	5.9144	5.8315	5.3145	6.9336	5.6427	6.1676	5.8881	7.2563	4.0189	5.7373	5.7274	5.4226	4.6056	5.6907	6.2837	5.5732	5.2934	5.4428	5.3355	5.0702	5.0564	6.5339	6.1302	5.5839	6.0184	5.7572	5.3956	5.979	5.8211	5.8716	6.0341	5.915	5.6711	5.0528	5.5766	5.1058	5.0832	5.1246	4.7312	5.9942	5.7796	5.2597	6.1538	5.8082	5.6747	5.8511	6.0827	5.5604	6.2209	5.6678	5.9873	6.328	5.9575	5.6971	4.6609	5.0413	5.7335	5.4348	5.4901	6.0119	5.7607	5.3531	5.0814	5.1356	5.8916	5.4773	4.6778	5.1293	4.5616	5.2756	5.6408	6.2764	5.4952	5.7784	5.8786	6.5387	5.7943	5.5312	5.5264	6.341	6.2337	5.759	5.2247	5.6681	5.9281	5.5681	6.2737	6.4591	5.7562	5.591	5.8551	6.6861	4.8489	5.6602	5.5523	5.3315	5.473	5.1865	4.7037	5.2806	5.1542	5.1574	6.0885	5.2777	5.8097	5.2826	6.0575	5.8019	5.4983	5.91	5.6409	5.9555	6.3782	4.9964	4.9799	4.8745	5.1418	5.6666	5.6752	5.4641	5.5618	4.9193	6.1708	5.4411	5.923	6.1295	5.3722	4.8434	6.2691	5.6308	4.9607	5.5039	5.0314	5.361	5.9008	6.1288	5.7393	5.1396	5.2546	5.5987	5.8768	5.9754	6.3666
hsa-mir-10a	15.731	16.0546	15.1086	14.9518	15.305	15.749	15.3021	15.3391	15.1738	14.5706	15.0839	15.9286	13.0959	14.9943	16.1786	15.4168	13.163	15.2768	15.3503	15.5263	15.2128	15.5722	12.4217	14.6534	15.7311	15.046	14.9679	16.1468	15.4072	12.6023	15.0142	14.5249	12.7559	11.3759	11.8445	15.0896	13.9283	15.3275	14.2659	15.3343	15.5249	15.6024	15.0948	12.8197	15.5337	15.1939	15.535	14.9613	14.5394	15.1173	15.3829	15.3115	15.9325	14.8233	14.6697	15.7811	16.4697	15.2662	15.2295	16.0307	15.8099	14.6322	15.4771	15.1831	14.6806	15.3157	15.9955	15.3989	15.573	15.8724	15.1499	16.5083	15.069	16.2369	15.2166	17.6284	15.9514	15.6553	14.5785	14.926	15.9511	15.1549	15.6786	15.0882	15.0271	15.8497	15.3183	14.8446	15.4288	14.2538	15.7254	16.0298	14.1186	15.2265	16.0696	15.1136	15.0459	15.1244	14.7104	15.2172	15.8228	15.7153	14.495	15.6531	15.3291	15.6614	15.9623	15.8401	15.9577	15.7091	14.2435	15.4921	15.679	15.3681	15.4467	15.0026	15.5869	16.1735	15.4677	15.6306	15.7596	15.1813	15.3508	15.0779	15.8554	15.0402	15.5089	15.7959	15.7808	14.9444	15.3629	15	15.085	14.4923	16.0631	15.9694	15.4742	15.7925	14.9432	15.3258	15.3799	15.2664	15.175	14.981	15.9349	15.163	15.2389	14.7798	16.2301	14.8736	14.3684	15.5077	15.5909	15.3858	15.6427	14.9491	15.7011	15.7416	15.7329	15.5655	14.6703	16.291	15.798	15.161	16.2236	15.8152	14.5087	15.6408	16.205	15.8789	15.2159	15.5679	15.6854	15.8908	15.7977	15.1698	16.3788	15.0226
